thickness_0,material_0,thickness_1,material_1,thickness_2,material_2,thickness_3,material_3,thickness_4,material_4,thickness_5,material_5,thickness_6,material_6,thickness_7,material_7,thickness_8,material_8,thickness_9,material_9,thickness_10,material_10,thickness_11,material_11,thickness_12,material_12,thickness_13,material_13,thickness_14,material_14,thickness_15,material_15,thickness_16,material_16,thickness_17,material_17,thickness_18,material_18,thickness_19,material_19,thickness_20,material_20,thickness_21,material_21,thickness_22,material_22,thickness_23,material_23,thickness_24,material_24,thickness_25,material_25,thickness_26,material_26,thickness_27,material_27,thickness_28,material_28,thickness_29,material_29,thickness_30,material_30,thickness_31,material_31,thickness_32,material_32,thickness_33,material_33,thickness_34,material_34,thickness_35,material_35,thickness_36,material_36,thickness_37,material_37,thickness_38,material_38,thickness_39,material_39,thickness_40,material_40,thickness_41,material_41,thickness_42,material_42,thickness_43,material_43,thickness_44,material_44,thickness_45,material_45,thickness_46,material_46,thickness_47,material_47,thickness_48,material_48,thickness_49,material_49,thickness_50,material_50,thickness_51,material_51,thickness_52,material_52,thickness_53,material_53,thickness_54,material_54,thickness_55,material_55,thickness_56,material_56,thickness_57,material_57,thickness_58,material_58,thickness_59,material_59,reflectivity,absorption,thermal_noise,reflectivity_reward,absorption_reward,thermal_noise_reward
0.39223635,1,0.22745077,2,0.31757945,1,0.18329045,2,0.31837744,1,0.1815836,2,0.31757796,1,0.18045412,2,0.3166209,1,0.18067276,2,0.31741363,1,0.17966834,2,0.31622717,1,0.17982657,2,0.31626773,1,0.17971101,2,0.3155744,1,0.17909089,2,0.31515542,1,0.17935249,2,0.3157845,1,0.17924868,2,0.31496423,1,0.17932801,2,0.31602678,1,0.17912109,2,0.31625167,1,0.17929886,2,0.31642509,1,0.17979556,2,0.3163202,1,0.17965862,2,0.31669945,1,0.1802958,2,0.31667197,1,0.18083856,2,0.3171227,1,0.18147813,2,0.3180712,1,0.18155526,2,0.3187378,1,0.18298477,2,0.32031155,1,0.18431826,2,0.2575517,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9998836329532366,0.40259304472337165,3.5860396499298795e-21,0.655694997891477,0.6616604213039528,0.7746033948378382
0.39999986,1,0.24990794,2,0.31823477,1,0.19498807,2,0.31540248,1,0.19368133,2,0.31148195,1,0.19224761,2,0.31095013,1,0.1919957,2,0.31311935,1,0.19181633,2,0.31094038,1,0.19280101,2,0.31142774,1,0.192532,2,0.31091544,1,0.19268252,2,0.31205,1,0.19307527,2,0.3122478,1,0.19390541,2,0.3130501,1,0.19499654,2,0.31362194,1,0.19458303,2,0.31238127,1,0.19507374,2,0.31358093,1,0.19598563,2,0.3144426,1,0.19632739,2,0.31456834,1,0.19722444,2,0.31556997,1,0.19712876,2,0.316326,1,0.1973759,2,0.317309,1,0.19779196,2,0.31826273,1,0.200384,2,0.32209355,1,0.20648515,2,0.27827948,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.999883719770372,0.2855735806019438,3.665111774945784e-21,0.655749019878766,0.681032914078468,0.7732208851166111
0.39999977,1,0.2889015,2,0.2982235,1,0.17944029,2,0.31187472,1,0.18285668,2,0.31302372,1,0.18275113,2,0.31222817,1,0.18147354,2,0.31015465,1,0.18129642,2,0.30983487,1,0.1805751,2,0.30989674,1,0.18078585,2,0.3101665,1,0.18072353,2,0.30992082,1,0.18078023,2,0.30957285,1,0.18073435,2,0.310474,1,0.18138307,2,0.31108382,1,0.1825599,2,0.31186366,1,0.18326853,2,0.31248808,1,0.18344021,2,0.31346908,1,0.18424895,2,0.31381813,1,0.18428835,2,0.31424066,1,0.1850016,2,0.31521484,1,0.18514974,2,0.3150171,1,0.18596677,2,0.31564626,1,0.18675348,2,0.31717074,1,0.1886369,2,0.2650344,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9998842367643294,0.3784862637567983,3.609094024010246e-21,0.6560715571443153,0.6651435034812834,0.7741970960665921
0.39999998,1,0.2501948,2,0.326395,1,0.21909967,2,0.31251118,1,0.19852346,2,0.29900655,1,0.19361544,2,0.29893368,1,0.19245288,2,0.29861516,1,0.19223453,2,0.29914373,1,0.19303085,2,0.29922745,1,0.19274011,2,0.2999414,1,0.1936558,2,0.3012395,1,0.19522122,2,0.3026343,1,0.19521065,2,0.30308378,1,0.19557504,2,0.30379733,1,0.19729862,2,0.30530292,1,0.19871911,2,0.30773064,1,0.20129277,2,0.30953342,1,0.20288597,2,0.31025165,1,0.20442225,2,0.31136638,1,0.20455612,2,0.3117071,1,0.20603636,2,0.31413788,1,0.20815507,2,0.31557015,1,0.20932467,2,0.31740984,1,0.2112633,2,0.27762344,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9998858560781586,0.2941440750348096,3.6717845796470025e-21,0.6570912016212505,0.679364888628426,0.7731056232178243
0.39999983,1,0.19510335,2,0.39999977,1,0.17315431,2,0.3143404,1,0.17562594,2,0.31151128,1,0.17726159,2,0.31097487,1,0.17836662,2,0.31621268,1,0.1786994,2,0.31594712,1,0.17702419,2,0.31701326,1,0.17897117,2,0.31546253,1,0.18035063,2,0.31621718,1,0.18004903,2,0.31755498,1,0.18287414,2,0.31785092,1,0.18285692,2,0.31761998,1,0.18503568,2,0.3204801,1,0.18518972,2,0.32086793,1,0.18600065,2,0.32148597,1,0.1872366,2,0.3216009,1,0.18850638,2,0.32399595,1,0.18921907,2,0.32459447,1,0.19134276,2,0.32541978,1,0.19320215,2,0.326751,1,0.19304217,2,0.32691172,1,0.19512755,2,0.32765213,1,0.19508244,2,0.26366302,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9998944891791887,0.2811933062801959,3.683453507342623e-21,0.6627838330676912,0.6819048552149748,0.7729045779462206
0.39999983,1,0.20302224,2,0.31193262,1,0.185641,2,0.31201053,1,0.1858143,2,0.3114969,1,0.18639708,2,0.31208807,1,0.18449041,2,0.31233123,1,0.18458304,2,0.31158912,1,0.18537565,2,0.31353673,1,0.18566464,2,0.31152508,1,0.18542466,2,0.3115427,1,0.18521087,2,0.31117934,1,0.18469171,2,0.31211746,1,0.18499584,2,0.31069115,1,0.18438251,2,0.31140888,1,0.18504961,2,0.3118336,1,0.18479034,2,0.31152385,1,0.18415742,2,0.31137165,1,0.18493989,2,0.31189933,1,0.18430373,2,0.3108347,1,0.18439513,2,0.31047103,1,0.18369466,2,0.30934346,1,0.18418017,2,0.30993658,1,0.18328305,2,0.2599615,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9998945872091193,0.43319223406790747,3.593704676411067e-21,0.6628511147100079,0.6575281289775419,0.7744680128337965
0.39999977,1,0.22096302,2,0.3038872,1,0.18207458,2,0.30957052,1,0.18537349,2,0.30832937,1,0.18475397,2,0.3096307,1,0.18577307,2,0.3089164,1,0.18577847,2,0.30865043,1,0.18552415,2,0.30876392,1,0.18445289,2,0.30647027,1,0.18398423,2,0.30667782,1,0.18341821,2,0.30677596,1,0.18471359,2,0.30777767,1,0.18619092,2,0.31003305,1,0.18755355,2,0.31125337,1,0.18888417,2,0.3134252,1,0.19028579,2,0.3139331,1,0.19071254,2,0.3138975,1,0.19102728,2,0.31431302,1,0.19057877,2,0.31469718,1,0.19161917,2,0.31522363,1,0.192409,2,0.31546545,1,0.19272399,2,0.315819,1,0.19281814,2,0.2648597,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9998987213172504,0.338670036841285,3.6142632259777875e-21,0.6657469926362711,0.671413608108882,0.7741063630315512
0.39895323,1,0.28498366,2,0.308615,1,0.18417098,2,0.3074745,1,0.18543753,2,0.30198103,1,0.18340042,2,0.30454865,1,0.18147877,2,0.3028697,1,0.18187085,2,0.30410147,1,0.17741309,2,0.306707,1,0.18554495,2,0.30381227,1,0.18892603,2,0.31300846,1,0.19221422,2,0.31460184,1,0.19579384,2,0.32199624,1,0.19609202,2,0.3182351,1,0.19702144,2,0.3236304,1,0.19719511,2,0.31662095,1,0.19617133,2,0.3172277,1,0.1976949,2,0.3156259,1,0.19756073,2,0.32203957,1,0.19711241,2,0.3223133,1,0.19811322,2,0.32224473,1,0.19713555,2,0.31977472,1,0.19580577,2,0.31530005,1,0.19704671,2,0.31378886,1,0.19418554,2,0.25854507,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9998991508515723,0.27054554550572746,3.737009856360115e-21,0.6660546274392959,0.6840823660359486,0.7719901689759581
0.39999998,1,0.2580135,2,0.33721372,1,0.18504664,2,0.3255098,1,0.18953836,2,0.32949835,1,0.18914983,2,0.3331964,1,0.18768242,2,0.32472324,1,0.18388797,2,0.32525194,1,0.18321438,2,0.33532745,1,0.18735018,2,0.3279189,1,0.1907804,2,0.33744255,1,0.18875967,2,0.3218054,1,0.18544376,2,0.34024855,1,0.18676431,2,0.33337688,1,0.18804875,2,0.32697624,1,0.18768774,2,0.33137745,1,0.18692063,2,0.3274466,1,0.19387661,2,0.32263494,1,0.19063397,2,0.32625052,1,0.19275251,2,0.33192673,1,0.18469219,2,0.32999536,1,0.18501635,2,0.33878425,1,0.19100899,2,0.34262863,1,0.19103363,2,0.33863991,1,0.19419065,2,0.3352056,1,0.18789017,2,0.3332807,1,0.17866147,2,0.321324,1,0.17243774,2,0.23679478,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9998994700023089,0.24423090924957416,3.966703576309816e-21,0.6662840545713556,0.6898545357418413,0.7682153580636469
0.39999992,1,0.20169382,2,0.3056566,1,0.18567201,2,0.30794302,1,0.18799578,2,0.3081809,1,0.18776686,2,0.30910364,1,0.18853168,2,0.30979443,1,0.18803726,2,0.30957633,1,0.1888027,2,0.3100766,1,0.18889152,2,0.30927914,1,0.18888804,2,0.30899966,1,0.1893047,2,0.30971253,1,0.18962842,2,0.3099619,1,0.19041467,2,0.3102241,1,0.19121125,2,0.3115652,1,0.19173564,2,0.31207505,1,0.19224048,2,0.31199926,1,0.1913906,2,0.31320158,1,0.1925118,2,0.31250888,1,0.19392183,2,0.3147751,1,0.19418547,2,0.3164139,1,0.1974541,2,0.31936717,1,0.20031603,2,0.3224228,1,0.20389926,2,0.27961662,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999015354284171,0.30253571791028516,3.6274354965639994e-21,0.6677866673952508,0.6777781113311359,0.7738757571769862
0.3999988,1,0.22261679,2,0.3092611,1,0.18339466,2,0.3102986,1,0.1847325,2,0.31092703,1,0.18582545,2,0.31035385,1,0.18525074,2,0.31068903,1,0.18486825,2,0.31070495,1,0.18491857,2,0.30985698,1,0.1842783,2,0.30979064,1,0.18464951,2,0.30924734,1,0.18518135,2,0.30978712,1,0.18504193,2,0.31125045,1,0.18580016,2,0.31215924,1,0.18661006,2,0.312452,1,0.18709475,2,0.3130382,1,0.18753316,2,0.31322834,1,0.1879424,2,0.31293115,1,0.18724732,2,0.3128643,1,0.18794192,2,0.31342584,1,0.1890079,2,0.31423813,1,0.1895903,2,0.31530836,1,0.19067329,2,0.3164761,1,0.19179894,2,0.26450166,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999016101289245,0.34109576885046206,3.612555047181075e-21,0.6678416014187497,0.6710110143598512,0.7741363312711379
0.3999999,1,0.20744549,2,0.30277777,1,0.18527484,2,0.30657905,1,0.18632273,2,0.30703083,1,0.18783513,2,0.30851027,1,0.18725592,2,0.30850574,1,0.1874875,2,0.30791467,1,0.18748221,2,0.30796623,1,0.1878065,2,0.308313,1,0.18769503,2,0.30859128,1,0.18892753,2,0.30891633,1,0.18894511,2,0.30929348,1,0.188719,2,0.3094376,1,0.19009727,2,0.31028542,1,0.19158202,2,0.31100303,1,0.19142033,2,0.31137037,1,0.19190486,2,0.31208402,1,0.19288091,2,0.31291735,1,0.1932659,2,0.31414446,1,0.19441698,2,0.31628776,1,0.19699095,2,0.31905085,1,0.19930732,2,0.32142022,1,0.20388561,2,0.27951902,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999019448795256,0.3398071887813818,3.624309246972001e-21,0.6680882870658026,0.6712245195254328,0.7739304101399489
0.39999995,1,0.17329395,2,0.30705452,1,0.18713626,2,0.30929562,1,0.1888984,2,0.3095445,1,0.18946762,2,0.31039914,1,0.19024974,2,0.31162933,1,0.19088939,2,0.31150803,1,0.19235262,2,0.31321335,1,0.19201048,2,0.31347504,1,0.19202045,2,0.31346413,1,0.19226857,2,0.312431,1,0.1913689,2,0.3117348,1,0.19140066,2,0.31061262,1,0.19037475,2,0.31020522,1,0.18954913,2,0.3099013,1,0.18930754,2,0.3094353,1,0.18835004,2,0.3078485,1,0.18709016,2,0.30695513,1,0.1862662,2,0.30690825,1,0.18672267,2,0.3075579,1,0.18778385,2,0.30954525,1,0.19045413,2,0.31235266,1,0.19305749,2,0.26392913,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999025775310969,0.39252064162792755,3.61513556937584e-21,0.6685568114400564,0.6630896732127491,0.7740910642826349
0.39999992,1,0.27412918,2,0.30366328,1,0.19094728,2,0.298868,1,0.18929395,2,0.3000988,1,0.18960679,2,0.2995786,1,0.18861438,2,0.3001235,1,0.18922639,2,0.30077502,1,0.18929233,2,0.29982388,1,0.18977277,2,0.30024227,1,0.19037111,2,0.30181858,1,0.19130105,2,0.30187085,1,0.19129497,2,0.30236837,1,0.19178216,2,0.30250004,1,0.19121401,2,0.30260694,1,0.19155389,2,0.30276707,1,0.19187862,2,0.30302572,1,0.1925019,2,0.30322826,1,0.19337927,2,0.30335113,1,0.19213304,2,0.30286017,1,0.19321558,2,0.30290344,1,0.19267568,2,0.3033234,1,0.19274445,2,0.30422142,1,0.19272079,2,0.26282474,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999036442858672,0.44028735756133,3.634727888896844e-21,0.6693537542522354,0.6566117008131274,0.7737484599221971
0.39999995,1,0.28849676,2,0.331429,1,0.18198231,2,0.32569048,1,0.18207987,2,0.32822537,1,0.18222341,2,0.3290381,1,0.17961043,2,0.33043918,1,0.1803927,2,0.33082402,1,0.1862365,2,0.33272398,1,0.18181002,2,0.33239785,1,0.18586402,2,0.33412385,1,0.1840402,2,0.33007586,1,0.1845668,2,0.33186722,1,0.1830612,2,0.3312042,1,0.187487,2,0.33074325,1,0.18698005,2,0.33501723,1,0.18787777,2,0.3372875,1,0.18867925,2,0.3397167,1,0.19028516,2,0.32989904,1,0.18562338,2,0.33770016,1,0.18951997,2,0.3366269,1,0.18807384,2,0.33663952,1,0.1854102,2,0.33001205,1,0.18725625,2,0.3325041,1,0.18618536,2,0.33034378,1,0.18612272,2,0.3291435,1,0.18718363,2,0.33307204,1,0.1837891,2,0.26252225,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999045198765516,0.24345806595328107,3.97392600701851e-21,0.6700145046940306,0.6900333205237835,0.7681003326394988
0.35472423,1,0.15922517,2,0.31700122,1,0.19451332,2,0.30855522,1,0.19504273,2,0.31133378,1,0.19424713,2,0.31168628,1,0.19572823,2,0.3083653,1,0.19323017,2,0.30732682,1,0.19274949,2,0.3075608,1,0.19195712,2,0.30882007,1,0.19400135,2,0.3084721,1,0.18916973,2,0.30759326,1,0.18802214,2,0.31187227,1,0.19056463,2,0.3115947,1,0.19016483,2,0.30801582,1,0.19242193,2,0.30725312,1,0.19371836,2,0.31405014,1,0.19361566,2,0.3160374,1,0.19998935,2,0.31710654,1,0.20157717,2,0.32326993,1,0.19932912,2,0.32089147,1,0.2031728,2,0.3239906,1,0.20454405,2,0.32342014,1,0.21194932,2,0.32421234,1,0.20923753,2,0.2775712,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999081198490387,0.2935632269863478,3.700843377252772e-21,0.6727963833214328,0.6794763907853724,0.7726061774580666
0.39999995,1,0.26951745,2,0.30203533,1,0.18763538,2,0.29588747,1,0.1858212,2,0.2989421,1,0.19111785,2,0.3078328,1,0.19545718,2,0.30472615,1,0.1939927,2,0.30293185,1,0.19152524,2,0.30218345,1,0.19021183,2,0.3004618,1,0.19016115,2,0.30026352,1,0.1898474,2,0.3013695,1,0.190025,2,0.3027135,1,0.19159059,2,0.30597135,1,0.19414628,2,0.3075801,1,0.19648585,2,0.30919853,1,0.19742501,2,0.31041944,1,0.1983521,2,0.30993545,1,0.19878905,2,0.30896023,1,0.19686949,2,0.30811942,1,0.1961246,2,0.30685994,1,0.19550997,2,0.30588257,1,0.1936279,2,0.30462515,1,0.19251439,2,0.25426382,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999104864677977,0.37512355796140107,3.651466857334464e-21,0.6746852175482867,0.6656469193301587,0.7734572521020652
0.39999998,1,0.20192066,2,0.31255466,1,0.18810198,2,0.31344667,1,0.19081001,2,0.31165022,1,0.18695074,2,0.30616054,1,0.1826594,2,0.30244762,1,0.18233624,2,0.30293968,1,0.18179485,2,0.3040311,1,0.18335178,2,0.30545357,1,0.18469702,2,0.30610326,1,0.18463777,2,0.3057825,1,0.18449856,2,0.3059809,1,0.1853959,2,0.30590782,1,0.18493539,2,0.3052474,1,0.18501808,2,0.3052072,1,0.18449233,2,0.3047636,1,0.18372177,2,0.30422917,1,0.18405174,2,0.3045563,1,0.18393673,2,0.30401513,1,0.18294108,2,0.303171,1,0.18272293,2,0.3032765,1,0.18327926,2,0.3040056,1,0.18449609,2,0.30533335,1,0.18408062,2,0.25553277,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.99991266975065,0.5277950058031907,3.65765522248881e-21,0.6764725499711968,0.646385779537931,0.7733499404975671
0.39999992,1,0.21891078,2,0.32582754,1,0.20570597,2,0.31750908,1,0.20268477,2,0.31415194,1,0.1987396,2,0.31051332,1,0.19457544,2,0.30984905,1,0.19368039,2,0.31053743,1,0.1927273,2,0.31193677,1,0.1947096,2,0.3138272,1,0.19675702,2,0.3152001,1,0.19761467,2,0.31570792,1,0.19766109,2,0.31502375,1,0.19766968,2,0.31504974,1,0.19739227,2,0.3140953,1,0.1972062,2,0.3146427,1,0.19782886,2,0.31472364,1,0.19766645,2,0.3143431,1,0.19687265,2,0.31502074,1,0.19740374,2,0.31492588,1,0.19786778,2,0.31510794,1,0.19749841,2,0.31587738,1,0.19833134,2,0.31645548,1,0.199803,2,0.31677157,1,0.20038539,2,0.27624378,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999142275961028,0.2675837821604575,3.763618902946884e-21,0.6777754030036076,0.6847033062073435,0.7715408470716123
0.3999999,1,0.20467618,2,0.30866906,1,0.19602132,2,0.31089565,1,0.19678412,2,0.30983928,1,0.19592993,2,0.30931827,1,0.19654462,2,0.3095991,1,0.1960457,2,0.3103426,1,0.19702023,2,0.31035784,1,0.19714347,2,0.31149334,1,0.19691877,2,0.3108986,1,0.19798721,2,0.3112912,1,0.19902502,2,0.3124283,1,0.1991273,2,0.3129863,1,0.19923998,2,0.31396163,1,0.19981983,2,0.3136384,1,0.20072687,2,0.31374916,1,0.20069039,2,0.31506526,1,0.20240746,2,0.31526414,1,0.2015952,2,0.31554627,1,0.20183061,2,0.31536928,1,0.20154661,2,0.31617802,1,0.20192243,2,0.3159346,1,0.20202105,2,0.315905,1,0.20248614,2,0.27051988,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999163682622175,0.2898887842917898,3.75664529728261e-21,0.6796048131553657,0.6801869066156991,0.7716582874333195
0.39999983,1,0.22054383,2,0.33012915,1,0.19886261,2,0.3127445,1,0.18926768,2,0.31291446,1,0.18916151,2,0.3135992,1,0.18985473,2,0.31394786,1,0.19025896,2,0.31482083,1,0.19165505,2,0.31521535,1,0.19176386,2,0.31570864,1,0.19190808,2,0.31645328,1,0.19216567,2,0.31601882,1,0.19275166,2,0.31726724,1,0.19411235,2,0.3175485,1,0.1951294,2,0.3183655,1,0.19538729,2,0.31916264,1,0.19622482,2,0.31979153,1,0.19709265,2,0.32051158,1,0.19731562,2,0.3211534,1,0.19813012,2,0.3220306,1,0.19980797,2,0.32277352,1,0.20032546,2,0.32303324,1,0.20118742,2,0.3239916,1,0.2021438,2,0.32437968,1,0.20248173,2,0.32524723,1,0.20346971,2,0.27822864,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999183810674145,0.26985642431681317,3.817532884065441e-21,0.681368181541408,0.6842262328396848,0.7706403721784403
0.39999986,1,0.23686817,2,0.32994753,1,0.18048972,2,0.31726512,1,0.18484457,2,0.31956398,1,0.1830995,2,0.32096595,1,0.18637447,2,0.32261693,1,0.18196225,2,0.3236101,1,0.18155144,2,0.31236744,1,0.18141688,2,0.3178327,1,0.18252848,2,0.3142195,1,0.18202144,2,0.31781515,1,0.18003364,2,0.3188842,1,0.18100616,2,0.32624137,1,0.1824373,2,0.3269209,1,0.18967022,2,0.31544054,1,0.18557048,2,0.32062042,1,0.1875023,2,0.3245161,1,0.18803847,2,0.31432122,1,0.18786834,2,0.32525548,1,0.19061197,2,0.3169458,1,0.18648879,2,0.3266398,1,0.18664087,2,0.32679045,1,0.19065922,2,0.3219496,1,0.18265167,2,0.25382823,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999191900747673,0.32451164004968125,3.704986598173813e-21,0.6820892158436734,0.673822566148481,0.7725352946772555
0.3999996,1,0.2788115,2,0.3342783,1,0.18775949,2,0.31269747,1,0.1843516,2,0.31195667,1,0.18420231,2,0.31128216,1,0.18366817,2,0.31072748,1,0.1826728,2,0.3089878,1,0.18221661,2,0.31093103,1,0.18135205,2,0.31329256,1,0.18303567,2,0.31291568,1,0.18251522,2,0.31346184,1,0.18554743,2,0.31670317,1,0.18698631,2,0.31611195,1,0.18662465,2,0.31529972,1,0.18605544,2,0.3144594,1,0.1869454,2,0.31678554,1,0.18845904,2,0.31677705,1,0.18957588,2,0.3181747,1,0.19008377,2,0.32002544,1,0.19094089,2,0.31987897,1,0.19141562,2,0.32030892,1,0.19214073,2,0.3221569,1,0.1945029,2,0.32371688,1,0.19634223,2,0.275925,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.999922652146157,0.29854132679664824,3.720908135378958e-21,0.6852586220162064,0.6785278475936506,0.7722636628299645
0.3999999,1,0.24055827,2,0.30065185,1,0.19475567,2,0.29983988,1,0.19470695,2,0.30094025,1,0.1955196,2,0.30125538,1,0.19550253,2,0.30098993,1,0.19590993,2,0.3016787,1,0.1965051,2,0.3020703,1,0.19630083,2,0.3024186,1,0.19669764,2,0.30227727,1,0.19684902,2,0.30272377,1,0.19724937,2,0.30358902,1,0.19774418,2,0.3038004,1,0.19834954,2,0.30452704,1,0.19840154,2,0.30473572,1,0.19868048,2,0.30454665,1,0.19919509,2,0.30430397,1,0.19893773,2,0.30521798,1,0.19859228,2,0.30554357,1,0.19866614,2,0.30512485,1,0.19965768,2,0.30562454,1,0.20013082,2,0.3063422,1,0.20028561,2,0.264193,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999231707860999,0.3272800395579351,3.666510029457036e-21,0.6857456017341912,0.673343380014915,0.7731967146770004
0.34114018,1,0.20695733,2,0.31404725,1,0.19206908,2,0.3176543,1,0.19547564,2,0.30753523,1,0.1973997,2,0.31646532,1,0.19422969,2,0.31605926,1,0.19186044,2,0.3097486,1,0.19142541,2,0.30470932,1,0.19411716,2,0.31148428,1,0.19301876,2,0.3035811,1,0.19082017,2,0.30698347,1,0.19044599,2,0.30586597,1,0.19168706,2,0.30262744,1,0.1871272,2,0.30248174,1,0.18900403,2,0.30735263,1,0.18746543,2,0.31099194,1,0.1900111,2,0.31309125,1,0.191996,2,0.3105969,1,0.19415013,2,0.3207782,1,0.1980153,2,0.3199371,1,0.19893293,2,0.3200718,1,0.20556839,2,0.3262761,1,0.20464474,2,0.3275521,1,0.20717415,2,0.27223313,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999255918505886,0.3085900193358315,3.713598990993079e-21,0.688063249429764,0.6766604007738363,0.7723882130097768
0.39999968,1,0.25754762,2,0.30724224,1,0.19599701,2,0.30498856,1,0.19626763,2,0.30506423,1,0.19579782,2,0.3041492,1,0.19553266,2,0.30392402,1,0.19479464,2,0.30508465,1,0.1949655,2,0.30464104,1,0.195649,2,0.30535603,1,0.19666724,2,0.30528745,1,0.19691187,2,0.30659586,1,0.19742577,2,0.30725858,1,0.197449,2,0.30696648,1,0.19867897,2,0.307907,1,0.19925287,2,0.30983043,1,0.2004639,2,0.31000516,1,0.20131308,2,0.31139672,1,0.20191833,2,0.3119003,1,0.20345826,2,0.31365195,1,0.20458648,2,0.3150351,1,0.20617555,2,0.3165745,1,0.20838991,2,0.31791645,1,0.20989877,2,0.3194666,1,0.21180819,2,0.27870423,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.9999258951298213,0.28819796208803133,3.7586336073788905e-21,0.6883588748698826,0.6805168867899798,0.7716247801005742
